ts,container,cpu_pct,mem_used_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
2026-08-21T09:29:10Z,celmis-qdrant,0.67,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:29:18Z,celmis-api,0.39,616.7,6928.38,8.90,14.5,14.3,315.0,1996.8,17
2026-08-21T09:29:18Z,celmis-postgres,0.13,76.62,6928.38,1.11,7.25,4.56,42.9,14.0,16
2026-08-21T09:29:18Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:29:18Z,celmis-sandbox,0.03,38.05,3072.0,1.24,0.0,0.0,15.0,0.0,3
2026-08-21T09:29:18Z,celmis-qdrant,0.05,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:29:25Z,celmis-api,0.23,616.4,6928.38,8.90,14.5,14.3,315.0,1996.8,17
2026-08-21T09:29:25Z,celmis-postgres,0.02,76.11,6928.38,1.10,7.25,4.56,42.9,14.1,16
2026-08-21T09:29:25Z,celmis-web,0.02,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:29:25Z,celmis-sandbox,0.02,37.88,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:29:25Z,celmis-qdrant,0.07,237.8,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:29:32Z,celmis-api,0.38,616.4,6928.38,8.90,14.5,14.3,315.0,1996.8,17
2026-08-21T09:29:32Z,celmis-postgres,0.07,75.94,6928.38,1.10,7.25,4.57,42.9,14.1,16
2026-08-21T09:29:32Z,celmis-web,0.00,180.2,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:29:32Z,celmis-sandbox,0.02,37.88,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:29:32Z,celmis-qdrant,0.10,237.7,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:29:40Z,celmis-api,2.26,617.0,6928.38,8.91,14.5,14.3,315.0,1996.8,18
2026-08-21T09:29:40Z,celmis-postgres,0.14,77.93,6928.38,1.12,7.26,4.57,42.9,14.1,17
2026-08-21T09:29:40Z,celmis-web,0.02,179.8,6928.38,2.60,0.07,0.08,122.0,0.0,12
2026-08-21T09:29:40Z,celmis-sandbox,0.02,37.88,3072.0,1.23,0.0,0.0,15.0,0.0,3
2026-08-21T09:29:40Z,celmis-qdrant,0.10,237.9,6928.38,3.43,0.01,0.01,71.3,0.0,25
2026-08-21T09:29:48Z,celmis-api,0.39,617.6,6928.38,8.91,14.6,14.4,315.0,1996.8,18
2026-08-21T09:29:48Z,celmis-postgres,0.12,78.16,6928.38,1.13,7.26,4.57,42.9,14.1,17
2026-08-21T09:29:48Z,celmis-web,0.00,179.8,6928.38,2.60,0.07,0.08,122.0,0.0,12
