ts,container,cpu_pct,mem_used_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
2026-08-20T22:53:47Z,celmis-web,0.00,83.28,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:47Z,celmis-sandbox,0.03,43.24,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:47Z,celmis-qdrant,1.26,246.5,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:53Z,celmis-api,0.27,516.5,6928.38,7.45,69.2,8.42,26.7,308.0,16
2026-08-20T22:53:53Z,celmis-postgres,0.00,31.52,6928.38,0.45,6.24,5.67,5.05,32.6,11
2026-08-20T22:53:53Z,celmis-web,0.02,83.23,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:53Z,celmis-sandbox,0.02,43.24,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:53Z,celmis-qdrant,0.09,246.5,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:53:58Z,celmis-api,0.26,516.4,6928.38,7.45,69.2,8.43,26.7,308.0,16
2026-08-20T22:53:58Z,celmis-postgres,0.05,31.65,6928.38,0.46,6.24,5.67,5.05,32.6,11
2026-08-20T22:53:58Z,celmis-web,0.02,83.23,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:53:58Z,celmis-sandbox,0.03,43.24,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:53:58Z,celmis-qdrant,0.13,246.5,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:04Z,celmis-api,0.29,516.3,6928.38,7.45,69.2,8.43,26.7,308.0,16
2026-08-20T22:54:04Z,celmis-postgres,0.04,31.49,6928.38,0.45,6.24,5.67,5.05,32.6,11
2026-08-20T22:54:04Z,celmis-web,0.01,82.95,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:04Z,celmis-sandbox,0.02,43.24,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:04Z,celmis-qdrant,0.11,246.4,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:09Z,celmis-api,0.21,516.3,6928.38,7.45,69.2,8.43,26.7,308.0,16
2026-08-20T22:54:09Z,celmis-postgres,1.85,31.45,6928.38,0.45,6.24,5.67,5.05,32.6,11
2026-08-20T22:54:09Z,celmis-web,0.01,82.95,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:09Z,celmis-sandbox,13.98,43.16,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:09Z,celmis-qdrant,0.07,246.4,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:15Z,celmis-api,0.78,516.3,6928.38,7.45,69.3,8.43,26.7,308.0,16
2026-08-20T22:54:15Z,celmis-postgres,2.07,31.73,6928.38,0.46,6.25,5.68,5.05,32.6,11
2026-08-20T22:54:15Z,celmis-web,0.03,82.95,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:15Z,celmis-sandbox,0.03,43.16,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:15Z,celmis-qdrant,0.09,246.4,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:20Z,celmis-api,0.27,516.0,6928.38,7.45,69.3,8.43,26.7,308.0,16
2026-08-20T22:54:20Z,celmis-postgres,1.95,31.81,6928.38,0.46,6.25,5.68,5.05,32.6,11
2026-08-20T22:54:20Z,celmis-web,0.01,83.36,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:20Z,celmis-sandbox,0.05,43.16,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:20Z,celmis-qdrant,0.11,246.6,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:26Z,celmis-api,0.27,516.0,6928.38,7.45,69.3,8.44,26.7,308.0,16
2026-08-20T22:54:26Z,celmis-postgres,0.04,31.77,6928.38,0.46,6.25,5.68,5.05,32.7,11
2026-08-20T22:54:26Z,celmis-web,0.01,83.36,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:26Z,celmis-sandbox,0.02,43.16,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:26Z,celmis-qdrant,0.09,246.6,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:31Z,celmis-api,0.67,515.9,6928.38,7.45,69.3,8.44,26.7,308.0,16
2026-08-20T22:54:31Z,celmis-postgres,0.03,31.51,6928.38,0.45,6.25,5.68,5.05,32.7,11
2026-08-20T22:54:31Z,celmis-web,1.27,83.04,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:31Z,celmis-sandbox,0.04,43.16,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:31Z,celmis-qdrant,0.07,246.7,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:37Z,celmis-api,0.28,515.9,6928.38,7.45,69.3,8.44,26.7,308.0,16
2026-08-20T22:54:37Z,celmis-postgres,0.00,31.64,6928.38,0.46,6.25,5.68,5.05,32.7,11
2026-08-20T22:54:37Z,celmis-web,0.00,83.04,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:37Z,celmis-sandbox,0.03,43.16,3072.0,1.40,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:37Z,celmis-qdrant,0.11,246.7,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:43Z,celmis-api,0.26,515.9,6928.38,7.45,69.3,8.44,26.7,308.0,16
